LID,t50_fid,LCDB_UID,Name,Geomorphic,ArtInfo,Wetland,Ephemeral,Depth_Meas,NewAreaHa,CentroidX,CentroidY,Region,Primary,Natural2,Natural3,Natural4,Natural5,Current2,Current3,Current4,Current5,MaxDepth,DecTemp,DecSolrad,Fetch,SumWind,Urban,Pasture,WoniUnit,WoniProvin,LakeAreaHa,LakePerim,LakeVolume,LakeElevat,MeanWind,RegionalRa,RegionalCu,NationalRa,NationalCu,NationalPr,National_1,NaturalCov,LandusePre,Impervious,InvasivePl,InvasiveFi,DamEffectU,DamEffectD,SumPressur,SumPress_1,SumPress_2,SumPress_3,catAreaHa,Residence,NitrogenLo,PredMacrop,ActualMacr,ClarityPro,LakeElev,catArea,catPerim,catSlope,catFlow,catElev,catAnnTemp,catDecSolR,catJuneSol,catPhos,catCalc,catHard,catPsize,catAlluv,catBeech_1,catGlacial,catPeat,catImpervi,catNatural,catPasture,SBTI,SBTI_Troph,MfE_TN_Med,MfE_NH4N_M,MfE_TP_Med,MfE_CHLA_M,MfE_CHLA_A,MfE_CLAR_M,MfE_TLI3_M,MfE_TLI4_M,MfE_ECOLI_,MfE_ECOLI1,MfE_ECOL_1,MfE_ECOL_2,Abell_TLI,Ab_TLI_Low,Ab_TLI_Upp,Abell_TN,Ab_TN_Lowe,Ab_TN_Uppe,Abell_TP,Ab_TP_Lowe,Ab_TP_Uppe,Abell_Chla,Ab_Chl_Low,Ab_Chl_Upp,Abell_Secc,Ab_Sec_Low,Ab_Sec_Upp,Lat,Long,Alpine_Gra,Indi_Hard,Built_up,Decid_Hard,Dep_Grass,Dune_Shrub,Estu_Wat,Exot_For,Fernland,Flaxland,For_Harv,Gorse,Gravel,Herb_FW_Ve,Herb_Sal_V,High_Prod_,Indi_For,Landslide,Low_Prod_G,Manuka,Matagouri,Mixed_Exo_,Orchard,Peat_Shrub,Per_Snow,River,Sand,Short_rot_,Sub_Alp_Sh,Mine,Tussock,Trans_Infr,Parkland
47504,5006984,lcdb2000047207,0,A,D,0,0,0,1.276750913,170.7974727,-44.32696307,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.2,F.1.3.1.1,F.1.2.1.1,17.7001991,13.3999996,2173.209961,370,4.54,0,96.2200012,Canterbury,Eastern South Island Province,1.2765501,525.0999756,75317.20313,694.9400024,4.1466298,122,27.3844128,2331,86.5734711,2383,86.8605194,0.3071268,0.3033278,146.3489075,0,0,0,0,0.3033278,0.3033278,0.6454792,0.6454792,37.7099991,1265.435669,0.2687,2.23,0,2.23,694.9400024,377100,3780,5.7997155,21724.37891,720.6546631,8.1972971,2193.189209,487,3,2,2,1,0,0,0,0,0,4.2301183,96.2211609,3.307880878,Mesotrophic,0.779834747,0.026430812,0.048536525,11.33300143,83.5137509,2.093438289,4.880292607,4.419283795,15.30403965,87.19381474,28.10511927,11.07572911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.32695373,170.7974706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47549,5003501,lcdb2000047236,0,A,D,0,0,0,2.287430903,171.3083537,-44.30744589,Canterbury,C,C.1,C.1.1,C.1.1.1,C.1.1.1.5,C.2,C.2.1,C.2.1.1,C.2.1.1.2,3.75067,16.1000004,2200.389893,629,3.8900001,1.12,56.8899994,Canterbury,Eastern South Island Province,4.0026002,2823,50041.39844,40.5900002,3.2813599,193,99.7415619,2371,86.6279297,3015,94.6046448,0.3047519,0.2691752,626.8500366,0,0,0,0,0.2691752,0.2691752,0.571137,0.571137,1356.030029,25.4989452,2.4428999,0.75,0,0.75,40.5900002,13560300,4920,0.4186301,716308.5625,12.9710188,10.8573418,2197.912598,481.2988281,4,2,2.8617647,1.8867648,100,0,0,0,6.4514642,0.1427519,56.9524994,6.232964516,Hypertrophic,1.506729626,0.04045242,0.116393153,11.12244437,122.0413254,1.372085064,5.577055588,5.453386101,47.12010509,351.8006971,20.45603684,11.73118015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.3100934,171.3093727,0,0,1.120491416,0.884145258,0,0,0,0.594491603,0,0,0,0,0,0,0,56.78930222,0,0,0.051298682,0,0,0,0,0,0,0,0.01038381,40.54988701,0,0,0,0,0
47551,0, ,Spider Lagoon,A,D,0,0,0,1.721239648,171.3924656,-44.24976443,Canterbury,C,C.1,C.1.1,C.1.1.1,C.1.1.1.6,C.2,C.2.1,C.2.1.1,C.2.1.1.1,3.6817701,16.1000004,2234.610107,310,4.3200002,0,84.6999969,Canterbury,Eastern South Island Province,1.97981,1156.800049,24297.30078,39.5900002,3.56323,191,99.720314,2346,86.5933151,2394,86.8750076,0.3175132,0.3114496,0,0,0,0,0,0.3114496,0.3114496,0.6461762,0.6461762,10.9799995,1266.647827,0.8765,0.95,0,0.95,39.5900002,109800,8940,0.7243793,7001.574707,1.2173729,11,2227.916748,485,4,2,1.9,1,100,0,0,0,0,13.3720932,84.7003632,5.19857502,Supertrophic,1.289089327,0.032879443,0.06381926,14.26480199,88.87093617,1.471874823,5.355898687,5.246158417,43.39884252,395.1443435,15.94370756,0.977880138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.24962655,171.392439,0,0,0,0,0,0,15.68777501,0,0,0,0,0,0,0,0,84.31222499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47579,0, ,Lake Forsyth (Lake Wairewa),B,0,0,0,4,618.4801088,172.7461236,-43.8025468,Canterbury,A,A.2,A.2.1,A.2.1.1,A.2.1.1.2,A.2,A.2.1,A.2.1.1,A.2.1.1.1,4,16.1299992,2154.73999,4922,5.1599998,0.28,65.2200012,Banks Peninsula,Eastern South Island Province,558.7550049,18134.69922,7450070,2.6300001,4.30935,1,99.821106,2097,79.2400742,899,11.5603924,0.3410124,0.2101624,0,0,27,0,0.04559,0.2101624,0.11785,0.4131421,0.2316723,11286.71973,25.3627014,141.3934021,3.27,0,3.27,2.6300001,112867200,68100,16.4538803,107215488,287.4392395,10.930109,2259.625977,492.6612854,3.8155565,1.9307871,2.9104798,2.7779226,7.4692206,0,0,0,2.5460322,22.2316952,69.4401398,6.366701126,Hypertrophic,0.859524906,0.010816396,0.067320565,13.89128412,270.0683086,0.864384379,5.425457929,4.81842101,15.93964929,583.1329887,7.520107992,4.7780724,5.460238226,4.983013946,5.956417353,942.8397034,615.4385296,1405.601107,123.9510816,67.65945996,239.262128,23.3215426,13.9652411,38.99522022,0.868217472,0.514652533,1.323167136,-43.80254071,172.7461191,0,10.04493515,0.365070493,0.627629327,0,0,0,6.790115888,0.038229677,0,0.034566217,1.414357353,0.765551327,0.217699151,0,65.65310817,0.416243401,0,5.446112433,6.795450825,0.647061876,0.623486971,0,0,0,0.026809781,0.004321243,0,0,0.050086541,0,0,0.039164176
47616,5004422,lcdb2000047362,0,A,D,0,0,0,2.068661085,170.9252882,-44.11772799,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.2,F.1.3.1.1,F.1.2.1.1,19.2784004,14.3999996,2192.620117,240,4.02,0,94.8000031,Canterbury,Eastern South Island Province,2.0683401,657,132914,478.3200073,2.81531,187,99.6990662,3106,94.7108917,3164,94.7283325,0.3062053,0.2332582,3758.576904,0,0,2.7777777,1,0.2332582,0.2332582,0.4975145,0.4975145,85.8600006,877.3501587,0.4165,0.9,0,0.9,478.3200073,858600,5280,4.7542887,55295.71875,498.5827332,9.0659094,2216.46582,494,3,2,2,1,0,0,0,0,0,2.8322439,94.8017731,4.454949856,Eutrophic,0.813745628,0.022922418,0.05611504,10.19557009,79.84313826,1.868711959,4.949597217,4.723104802,8.27795062,88.79760217,14.22529602,0.882671653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44.11771809,170.9252791,0,0,0,0,0,0,0,1.46692642,0,0,0,8.280413607,0,0,0,90.25265997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47717,5004443,lcdb2000047611,0,RA,D,0,0,0,5.173816491,171.0096848,-43.87564212,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,19.1371994,14.3999996,2264.399902,370,4.4000001,0,0,Canterbury,Eastern South Island Province,5.1730299,935,329991,512.2199707,3.4005001,121,27.3773308,2330,86.5721283,2382,86.8591766,0.3795157,0.3716889,151.5971069,0,0,0.6872852,0,0.3716889,0.3716889,0.6755298,0.6755298,33.6599998,1141.584229,0.8322,2.9100001,0,2.9100001,512.2199707,336600,4320,14.9527216,105508.3203,644.642334,8.6645164,2220.419434,499,3.1428571,1.1428572,4,3.8571429,25.4010715,0,0,0,0.1818182,29.454546,55.4028511,4.099304676,Eutrophic,0.499215786,0.007641835,0.012958992,4.607513227,33.98016426,3.937129535,3.736534292,3.529275769,1.281848073,32.62848983,2.086384467,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.87563765,171.0096737,0,0,0,17.80407555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.34080756,0,0,0,0,0,0,0,0,0,0,0,18.85511689,0,0
47762,5007060,lcdb2000047723,0,G,0,0,0,0,1.367801552,170.9518595,-43.68055949,Canterbury,B,B.1,B.1.1,B.1.1.1,B.1.1.1.3,B.1,B.1.1,B.1.1.1,B.1.1.1.1,19.6982002,14.8000002,2309.590088,200,4.1700001,0,0,Canterbury,Eastern South Island Province,1.36761,478.2000122,89797.79688,471.4200134,3.1368799,108,27.0339184,2429,91.3649216,2488,91.641777,0.3053865,0.2992575,0,0,0,0,0,0.2992575,0.2992575,0.6388214,0.6388214,142.7400055,73.8712769,0.0584,1.5,0,1.5,471.4200134,1427400,6960,6.9024892,443693.4375,559.723938,9.1375885,2299.539063,511.0070801,3,1.7071428,2.5857143,1.8785714,0,0,0,0,2.8546333,1.405358,88.4023514,3.611338377,Mesotrophic,0.463300647,0.007158723,0.027403398,5.191748615,37.36395565,3.319714686,4.101070231,3.768234604,3.179644415,74.16868582,11.74871997,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.68055079,170.9518553,0,0,0,0,0,0,0,22.92922616,0,0,0,0,0,0.549123855,0,0,0,0,75.58586998,0,0.935780011,0,0,0,0,0,0,0,0,0,0,0,0
47764,5007055,lcdb2000047740,0,G,0,0,0,0,2.35426821,170.8272343,-43.64896853,Canterbury,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,26.2887993,8.6199999,2189.790039,200,6.04,0,0,Canterbury,Eastern South Island Province,2.35396,569.5999756,206276,1605.77002,5.7779198,120,27.3596287,3082,94.7012329,1415,32.3179016,0.4516633,0.4343252,325.6791077,0,0,0,0,0.4343252,0.4343252,0.6979689,0.6979689,73.4400024,166.5777588,0.7422,3,0,3,1605.77002,734400,4920,22.4572048,451985.9375,1821.181152,2.9876711,2273,515.6575317,3,1,4,4,0,0,0,0,0,37.1477356,0,2.849082708,Oligotrophic,0.340207385,0.005370678,0.013964337,4.44641763,30.77003227,3.110873861,3.720052116,3.79222555,1.316168542,13.36706635,11.30489504,0.50573309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.6489601,170.8272284,0,0,0,0,65.01129305,0,0,0,0,0,0,0,16.66261999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32608696,0,0
47767,5007054,0,0,G,0,0,0,0,1.07716476,170.8673989,-43.67235668,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,17.1912003,13.4700003,2341.929932,200,4.6500001,0,0,Canterbury,Eastern South Island Province,1.07702,467.6000061,61717.69922,729.1199951,3.7500401,163,98.0811386,2893,94.383049,2958,94.5276642,0.3492762,0.3482367,97.4681015,0,0,0,0,0.3482367,0.3482367,0.6726303,0.6726303,3.78,1554.962036,0,3.1199999,0,3.1199999,729.1199951,37800,1380,3.5451837,14487.1416,735.8630981,8.4333334,2297.666748,513,3,2,2,1,0,0,0,0,0,24.1935482,76.1428604,3.392544031,Mesotrophic,0.436491807,0.007401112,0.020650088,4.375815547,25.68997546,3.582001231,3.905641559,3.552671164,3.65044419,87.19381474,13.88236962,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.67235006,170.8673976,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47791,5007104,0,0,G,0,0,0,0,1.086481892,170.9934976,-43.58611963,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,17.6800003,13.6000004,2291.699951,260,4.4899998,0,0,Canterbury,Eastern South Island Province,2.2934,684.9000244,135157,668.1799927,3.71578,98,26.8675213,1790,71.7953491,813,11.2974825,0.5133772,0.4670003,610.767395,0,0,0,0,0.4670003,0.4670003,0.6883054,0.6883054,327.6000061,26.682642,1.2255,2.01,0,2.01,668.1799927,3276000,10260,3.350987,1848858.75,716.897644,8.5260611,2313.157471,513.7879028,4,1.2018349,2,2.5963302,100,0,0,0,0.0763359,41.7557259,58.1647148,3.525258303,Mesotrophic,0.461936844,0.009401626,0.015021846,3.627676192,26.06843682,3.030583808,3.73137972,3.416493661,2.526781338,76.15586273,11.65955698,0.365325763,3.971176616,3.563941473,4.379938497,419.1902163,285.8220374,612.5811551,30.68700753,15.71979661,63.94476838,6.095742502,3.762060753,9.889839699,4.275177003,3.555369827,5.102030426,-43.58573321,170.9937323,0,0,0,0,0,0,0,0,0,0,0,0,0,6.641008789,0,0,0,0,58.27212839,0,0,0,0,0,0,0,0,0,0,0,35.08686282,0,0
47814,5004461,lcdb2000047814,0,G,0,0,0,0,5.745665748,170.9918016,-43.50106524,Canterbury,G,G.1,G.1.1,G.1.1.1,G.1.1.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.1,18.2537003,10.3500004,2344.570068,380,5.48,0,0,Canterbury,Eastern South Island Province,3.6020899,887.7000122,219171,1232.810059,5.2402,46,1.8799126,1240,34.8558121,849,11.4082813,0.995315,0.9362168,26.5685902,0,0,0,0,0.9362168,0.9362168,0.9384202,0.9384202,206.8200073,33.6691437,0.4849,3.0999999,0,3.0999999,1232.810059,2068200,10080,20.3038769,2375986.5,1489.474487,4.6878643,2288.878662,515.8300781,2.7524753,1,3.5049505,3.7524753,79.8955612,0,0,0,0,100,0,2.690602779,Oligotrophic,0.279662816,0.00562596,0.010538417,3.46885429,20.14671916,3.83689857,3.479478923,3.561146626,1.262873032,15.76809149,4.234635328,0.50573309,2.796181806,2.380963342,3.225922265,106.3841072,65.31700398,174.6443913,14.1722771,7.723106172,25.42696265,1.519447063,0.902320725,2.519443821,5.767749934,4.747745986,7.044824426,-43.50106313,170.9917952,8.429244374,0,0,0,0,0,0,0,0,0,0,0,26.0682831,0.721046389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.78142614,0,0
47832,6218845,0,Lake Donne,G,0,0,0,0,1.047789564,171.1156927,-43.60840639,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,9.6140604,13.6000004,2278,170,4.5100002,0,0,Canterbury,Eastern South Island Province,1.04764,417.5,33573.69922,668.5,3.7978301,0,0,0,0,0,0,0.32009,0.3191374,0,0,0,0,0,0.3191374,0.3191374,0.6580806,0.6580806,7.8299999,315.6115112,0,1.42,0,1.42,668.5,78300,600,2.0378942,38827.49219,662.0785522,8.8000002,2303,510.625,4,1,2,3,100,0,0,0,0,14.782609,87.4418945,3.548321486,Mesotrophic,0.470367885,0.009482254,0.01578042,4.136931199,27.44180146,3.081220855,3.730995465,3.463966148,1.99730547,54.31013544,11.15501905,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.60840132,171.115688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322856191,0,0,0,0,99.67714381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47833,6218822,lcdb2000047770,Spider Lakes,G,0,0,0,0,4.482141572,171.117948,-43.60590877,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.3,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,17.3799,13.5600004,2253.600098,340,4.5100002,0,0,Canterbury,Eastern South Island Province,4.4815302,1345.5,259628,671.0700073,3.8113201,146,97.8828888,2784,94.2330933,1304,26.4224834,0.4155152,0.4002753,117.9417114,0,0,0,0,0.4002753,0.4002753,0.6817991,0.6817991,202.8600006,84.1488724,0.332,3.79,0,3.79,671.0700073,2028600,10020,10.0261812,1126149.125,809.5846558,8.1084156,2302.217773,511.1782227,3.6974359,1,2.6051283,3.3025641,70.5412598,0,0,0,0,33.7867088,43.9611053,3.955497026,Mesotrophic,0.482757185,0.007927153,0.016014054,3.861323602,31.62121539,3.490307392,3.727736088,3.275813506,1.369205334,30.3928918,2.903844335,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.6058994,171.1179465,0,0,0,0,0,0,0,0,0,0,0,0,0,23.20743555,0,0,0,0,68.3692143,0,0,0,0,0,0,0,0,0,0,0,8.423350145,0,0
47835,6218844,lcdb2000509009,0,G,0,0,0,0,2.448424192,171.1275086,-43.61746996,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,15.0875998,13.6999998,2278.540039,220,4.4899998,0,0,Canterbury,Eastern South Island Province,2.4483099,622.2000122,123130,644.3599854,3.78177,127,97.496994,2505,91.5693512,2631,91.9486847,0.3153952,0.3040162,67.6537476,0,0,0,0,0.3040162,0.3040162,0.6334297,0.6334297,63.5400009,152.8878784,0.5773,1.01,0,1.01,644.3599854,635400,4200,1.3362935,293957.5938,654.0561523,8.803175,2300.015869,510,4,1,2,3,100,0,0,0,8.1433229,12.0521173,92.3520508,3.681345701,Mesotrophic,0.466993738,0.009487832,0.015490234,4.070864257,28.92485998,3.092592359,3.736595476,3.393327142,1.99730547,54.31013544,11.15501905,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.61746305,171.1275012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47836,6218843,lcdb2000095675,0,G,0,0,0,0,3.204606159,171.1281616,-43.61462569,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,13.8761997,13.6999998,2278.25,360,4.48,0,0,Canterbury,Eastern South Island Province,2.6726401,839,123621,652.4899902,3.7846701,136,97.7377319,2626,91.8000717,2632,91.949501,0.308267,0.2985483,0,0,0,0,0,0.2985483,0.2985483,0.633414,0.633414,44.0099983,218.9742584,0.5773,0.51,0,0.51,652.4899902,440100,3600,1.1586871,206058.7031,656.5025024,8.8000002,2300.318115,510,4,1,2,3,100,0,0,0,2.2922635,5.730659,94.4717102,3.820769548,Mesotrophic,0.480812682,0.009636446,0.016097275,4.364033383,30.9319447,3.089255928,3.743181706,3.42676085,1.99730547,54.31013544,6.257334223,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.61461969,171.1281592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47858,6218848,lcdb2000047781,Moari Lakes Eastb,G,0,0,0,0,1.000631824,171.1765115,-43.57098654,Canterbury,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canterbury,Eastern South Island Province,1.00049,430.2000122,50274.30078,618.3499756,3.84868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1900005,0,3.0715001,0.39,0,0.39,618.3499756,171900,3060,1.2818649,85130.26563,632.9451904,8.8999996,2300.882324,510,4,2,2,1,0,0,0,100,0,98.1949463,0,3.635429382,Mesotrophic,0.452894363,0.00840086,0.016463084,4.283233361,25.67151013,3.217938611,3.897844234,3.299320316,3.65044419,87.19381474,13.88236962,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.57098417,171.1764994,0,0,0,0,0,0,0,0,0,0,0,0,0,97.93775499,0,0,0,0,2.062245005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47859,6218816,lcdb2000047782,Moari Lakes East,G,0,0,0,1,9.487504314,171.1821752,-43.57457006,Canterbury,F,F.1,F.1.1,F.1.1.3,F.1.1.3.2,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,17.3735008,13.8000002,2289.729981,750,4.5599999,0,4.6399999,Canterbury,Eastern South Island Province,9.4861898,1980.699951,549360,626.8300171,3.94684,101,26.9135475,2113,79.4308167,1002,21.1931877,0.3207,0.1919722,50.9739952,0,0,0,0,0.1919722,0.1919722,0.3945387,0.3945387,8354.609375,3.5204866,27.6970005,1,0,1,626.8300171,83546096,62400,6.7954407,56956988,773.6733398,8.287921,2302.884033,511.4106445,3.8842168,1.0612048,2.1884336,2.9719276,71.7900696,0,0,3.7876096,0.5372292,15.0907297,73.2300949,3.540693045,Mesotrophic,0.548815135,0.00976833,0.012613253,3.300244235,97.82833736,2.858942895,3.770429109,3.638762149,3.967435288,55.27588507,0.849242629,0.22841242,4.217484684,3.722508175,4.713046252,736.9444697,504.0594998,1113.993099,24.56274949,10.84766929,49.54570039,8.001740687,4.392279513,13.77536323,3.291619425,2.618703507,4.155968794,-43.57456735,171.1821624,0,0.091260694,0,0.05746494,1.501297273,0,0,0.391228858,0,0,0,0,0,3.932889579,0,45.19594442,0,0,30.18277187,0.103447965,1.520742742,0.178406002,0,0,0,0,0,0.206691304,0,0,16.63785435,0,0
47860,6218823,lcdb2000047790,Lake Emily,G,0,0,0,2,19.34610541,171.2272395,-43.55121071,Canterbury,F,F.1,F.1.1,F.1.1.3,F.1.1.3.2,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,17.3108997,13.5900002,2279.310059,627,4.6199999,0,0,Canterbury,Eastern South Island Province,19.3435001,1705.699951,1116180,674.3099976,4.07968,74,6.4115286,1115,24.7843685,1642,45.9864197,0.3243041,0.312683,408.3870544,0,12,0,0,0.312683,0.2740698,0.6384245,0.5595854,240.75,283.4559937,1.0511,2.7,0,2.7,674.3099976,2407500,9720,8.6816835,1437274.375,736.0056152,8.4945374,2286.483154,510,3.8642533,1.0135747,2.2714932,3.1085973,75.2149506,0,0,1.8691589,0,16.7490253,82.2155762,3.628508806,Mesotrophic,0.44526246,0.008913496,0.016307163,2.539973156,37.36423213,3.359940197,3.699034333,3.289793679,1.646244115,51.23015333,1.152814398,0.365325763,3.547882391,3.21139293,3.909934574,445.6127605,313.9032983,652.7609675,11.75153425,7.459423003,19.48198915,3.737803236,2.356239697,5.881876329,4.330248261,3.563467942,5.237062969,-43.55120669,171.2272275,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48276043,0,0,0,0,86.48221813,1.867443903,1.167577528,0,0,0,0,0,0,0,0,0,0,0,0
47869,6218824,lcdb2000047796,Manuka Lake,G,0,0,0,0,10.0384975,171.2458232,-43.53183983,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.3,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,14.8199997,13.1400003,2296.649902,528,4.7600002,0,0,Canterbury,Eastern South Island Province,10.0370998,1538.5,495836,752.7199707,4.3097701,67,6.2628326,668,13.4584608,1510,35.8811684,0.9789822,0.9321237,4.9071431,0,0,0,0,0.9321237,0.9321237,0.9421296,0.9421296,684.9000244,33.6375008,0.2706,5.3499999,0,5.3499999,752.7199707,6849000,17040,17.5986729,5380308.5,1152.32544,6.4074454,2275.049561,510.1430664,3.2085798,0.9186391,2.7692308,3.2218935,39.540081,0,0,0,0,84.7522583,15.240633,3.385149479,Mesotrophic,0.277924287,0.005892151,0.008276517,3.812408045,21.01273931,4.015958905,3.374271933,3.374453815,1.593167093,23.82949168,1.951205406,0.50573309,3.202893568,2.796870596,3.601871199,200.5702278,125.3003904,300.3530421,14.8117008,8.060492133,27.88008224,2.428425568,1.476459833,3.849411391,4.896635159,4.034963696,5.98696134,-43.53183825,171.2458106,0,0,0,0,0,0,0,0,0,0,0,0,30.24825435,1.831045874,0,0,0,0,15.36383067,0,0,0,0,0,0,0,0,0,0,0,52.55686911,0,0
47871,6218853,lcdb2000047800,0,G,0,0,Y,0,3.357587256,171.2315627,-43.52134417,Canterbury,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canterbury,Eastern South Island Province,3.3571401,756.7999878,93421,765.8099976,4.2480402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6100006,0,0,1.72,0,1.72,765.8099976,206100,2580,1.8007241,158222.125,767.5343628,8.3428574,2294.666748,511,4,1,2,3,100,0,0,0,0,19.2660542,80.864624,3.665687561,Mesotrophic,0.448220267,0.01034084,0.017463818,4.126274018,35.68141978,3.143324009,3.709901411,3.373920408,1.99730547,54.31013544,4.418489802,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.52133747,171.2315518,0,0,0,0,0,0,0,0,0,0,0,0,0,15.61940164,0,0,0,0,84.38059836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47872,6218855,0,0,G,0,0,Y,0,1.838734715,171.2258691,-43.50283044,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.1,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,18.5601997,12.8000002,2299.649902,290,4.8000002,0,0,Canterbury,Eastern South Island Province,1.83849,519,113743,793.7800293,4.36378,209,99.8371506,3268,95.7016373,1411,32.1510315,0.3091208,0.2914295,22.7324524,0,0,0,0,0.2914295,0.2914295,0.6170993,0.6170993,98.2799988,53.8890839,0.7023,1.77,0,1.77,793.7800293,982800,6480,10.5818253,770398.75,852.8926392,7.9353538,2300.262695,511,4,1,2,3,100,0,0,0,0,6.7258883,93.2426758,3.438150883,Mesotrophic,0.432493584,0.010207984,0.017169876,4.051208932,35.69899872,3.130213422,3.715265327,3.55014866,1.99730547,54.31013544,11.15501905,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.50282866,171.2258571,0,0,0,0,0,0,0,0,0,0,0,0,0,6.108944117,0,0,0,0,93.89105588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47877,6218825,lcdb2000047813,Seagull Lake,GR,0,0,0,0,6.958350381,171.2469002,-43.51039101,Canterbury,F,F.1,F.1.1,F.1.1.1,F.1.1.1.3,F.1,F.1.1,F.1.3.1.1,F.1.1.1.1,20.1473007,12.6999998,2243.719971,410,4.9000001,0,0,Canterbury,Eastern South Island Province,6.9574299,1128.400024,467245,811.5900269,4.49687,63,6.1707916,620,13.0927925,1490,35.748909,0.9556273,0.9187777,219.3777466,0,0,0,0,0.9187777,0.9187777,0.9401085,0.9401085,217.8899994,98.5487137,0.4444,4.3299999,0,4.3299999,811.5900269,2178900,8280,15.4102001,1730560.125,988.6349487,7.2747707,2285.839356,511,2.6285715,0.8476191,3.2190475,3.3047619,8.0132179,0,0,0,0,76.9296722,23.152462,3.320789337,Mesotrophic,0.380412108,0.005290067,0.011118663,3.652042407,23.06050951,3.565928515,3.573704714,3.476033913,1.369205334,47.17911403,2.275720862,1.519678535,3.217643132,2.818975113,3.635970999,216.8689144,138.5392166,320.8839513,18.81186948,10.53126076,34.94407648,2.92850319,1.887685921,4.567458888,7.99636732,6.17618052,10.05944887,-43.5103819,171.2468883,0,0,0,0,0,0,0,0,0,0,0,0,4.325751537,1.645411068,0,0,0,0,23.95634062,4.847984514,0,0,0,0,0,0,0,0,0,0,65.22451226,0,0
