"site","reference_period","parameter","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","z","trend_method","n","note","s","var_s","tau","alternative","trend_likelihood","lat","lon"
"Milford Sound (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.2751318859742066,0.0651516069812225,0.01132987769849576,0.11672432385299324,0.66,1.0913204872777236,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Milford Sound (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.20020323108346938,0.03773584905660377,0,0.06382978723404255,0.66,1.2809727687897647,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Milford Sound (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.38652356930273846,0.051674669867023196,-0.0050169689284531,0.10963043449384519,0.66,0.8659390822964546,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Napier (Hawke's Bay)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7263833953884646,0.06153846153846187,-0.0896551724137934,0.2434782608695656,0.66,0.3499404418071941,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Napier (Hawke's Bay)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.2798813856876743,0,0,0.02857142857142857,0.66,1.0805858363279823,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Napier (Hawke's Bay)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.041320970035098305,0.1328866079135826,0.07658779917510063,0.19409505989300016,0.66,2.0402948240409615,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Napier (Hawke's Bay)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.21189819167091434,0,0,0.024390243902439025,0.66,1.2483628927459611,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Napier (Hawke's Bay)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.03178894805945738,0.15641956111392136,0.08653007219628196,0.21640575500584025,0.66,2.1470544369268256,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.49846,176.91189
"Nelson (Nelson)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.995267453196243,0,-0.1857142857142856,0.17499999999999996,0.66,-0.005931402593782043,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"Nelson (Nelson)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.509283474497393,0,0,0.024390243902439025,0.66,0.6599538048504342,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"Nelson (Nelson)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6954632256775093,0.03182908153616365,-0.0318866220750544,0.10995199205687729,0.66,0.3914519139148356,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"Nelson (Nelson)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.4572317150790496,0,0,0.02631578947368421,0.66,0.7434129355798135,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"Nelson (Nelson)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.609999825532016,0.04382135435906049,-0.025004543178466274,0.12632641860559954,0.66,0.5100737060102404,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.299,173.226
"New Plymouth (Taranaki)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.0751759303843633,-0.2711111111111112,-0.396774193548387,-0.1285714285714294,0.66,-1.77938947758178,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"New Plymouth (Taranaki)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.11006623920619306,-0.030303030303030304,-0.05454545454545454,0,0.66,-1.597895484450362,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"New Plymouth (Taranaki)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.05244043407291878,-0.12767111228794098,-0.18573261730660007,-0.06851322126863278,0.66,-1.9395004147619062,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"New Plymouth (Taranaki)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.07831045338437632,-0.037037037037037035,-0.058823529411764705,0,0.66,-1.7605744668547625,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"New Plymouth (Taranaki)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.020715770542396136,-0.13963733183649643,-0.2007231053306311,-0.0851383210512151,0.66,-2.3131249458603924,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.0079,174.18382
"Queenstown (Otago)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7803916987118755,0.020000000000000285,-0.07407407407407407,0.11999999999999958,0.66,0.2788086202108709,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Queenstown (Otago)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.4570807095216129,0,0,0.022727272727272728,0.66,0.7436624538515416,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Queenstown (Otago)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5934812530666839,0.030716948678129113,-0.027720342805395592,0.09297052311078295,0.66,0.5337980644293213,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Queenstown (Otago)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.3893422379081318,0,0,0.021739130434782608,0.66,0.8608108324632919,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Queenstown (Otago)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5975680355665285,0.035438279280390124,-0.02553611937622513,0.09528712225358787,0.66,0.5279010216726303,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.01758,168.74005
"Reefton (West Coast)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.05463840136420647,0.2686274509803922,0.14411764705882368,0.3864864864864866,0.66,1.9217406357883224,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Reefton (West Coast)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.48143279107350134,0,-0.03571428571428571,0,0.66,-0.703999971955953,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Reefton (West Coast)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5531082341432081,-0.027929345459243,-0.08691100456187342,0.024321207698955554,0.66,-0.5931089604770237,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Reefton (West Coast)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.19545631397307356,-0.027777777777777776,-0.05,0,0.66,-1.2946056162378305,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Reefton (West Coast)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.4063394879553033,-0.04825262272263656,-0.0971884986483288,0.008363606123767952,0.66,-0.8303525446678331,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.11578,171.86014
"Rotorua (Bay of Plenty)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.264814396111593,-0.1794871794871795,-0.358974358974359,-0.040000000000000216,0.66,-1.1150840726179154,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.2534875984117382,-0.017241379310344827,-0.038461538461538464,0,0.66,-1.1419192207559168,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.20015315137465123,-0.10213633073056094,-0.16962427776193348,-0.03247428632208959,0.66,-1.281115354630371,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.0899997521739982,-0.034482758620689655,-0.05405405405405406,0,0.66,-1.6953990175549227,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.047593075994362265,-0.140809123986368,-0.2163413694705092,-0.06745238986542283,0.66,-1.980983927993259,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.10595,176.31485
"Tara Hills (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.6016894010968791,-0.054545454545454675,-0.15000000000000036,0.041666666666666664,0.66,-0.5219726102328589,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Tara Hills (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.1532408115596024,0,-0.027777777777777776,0,0.66,-1.428177373206781,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Tara Hills (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.1706538783278632,-0.08480231529488336,-0.16184728177007632,-0.023927394046634812,0.66,-1.3701057975840987,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Tara Hills (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.10998335629699363,-0.02,-0.03571428571428571,0,0.66,-1.598267953077873,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Tara Hills (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.08983066538545516,-0.1316789539276982,-0.18991621330802624,-0.044138036846887795,0.66,-1.6962916269642876,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.17816440064004316,0.16666666666666666,0.04444444444444442,0.2879310344827587,0.66,1.3464283887885238,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.0950436322037859,0.03333333333333333,0,0.04878048780487805,0.66,1.6693722371137336,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.14784487472699345,0.06702886756911593,0.020680357717198117,0.1072696001463912,0.66,1.4471858635639376,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.23596483551127512,0,0,0.038461538461538464,0.66,1.1851330753430258,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.2910897820014373,0.0468966954858451,0.007486319181389067,0.09239670892899951,0.66,1.055733949649102,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5334177510139904,-0.06923076923076926,-0.1862068965517241,0.02894736842105267,0.66,-0.6227972723471145,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.36016678313040396,0,0,0.038461538461538464,0.66,0.915047330854075,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6780128673453956,0.03981411336217516,-0.03186492815368434,0.09549025658272599,0.66,0.4151762723339166,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5131792073506307,0,0,0.025,0.66,0.6538953851069048,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7308438817481107,0.023234826604473336,-0.039687994711379446,0.08196387814484699,0.66,0.3440031970766737,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.07136024742887978,-0.43243243243243246,-0.6000000000000014,-0.21379310344827596,0.66,-1.8031781080771487,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.06939660795699365,-0.04,-0.058823529411764705,0,0.66,-1.8158289954821407,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.1839918321087583,-0.11811962827907135,-0.19573091233996956,-0.031557810443885614,0.66,-1.328564071468533,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.04608434185784248,-0.041666666666666664,-0.061224489795918366,0,0.66,-1.9946199883232392,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.165175121601918,-0.12266118699338256,-0.21261248619353934,-0.0409890512577754,0.66,-1.3878749675162354,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.18788679191209895,0.125,0.038461538461538464,0.21818181818181825,0.66,1.3168563151118045,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.10481389211411297,0.02,0,0.03571428571428571,0.66,1.6219507579219972,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.08435147266545195,0.16504790922699258,0.07834436551334861,0.24058845384362246,0.66,1.7259774333202282,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.09160224531696241,0.022727272727272728,0,0.0392156862745098,0.66,1.6870057552345479,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.06082382386495479,0.16876844569473318,0.07152483699363081,0.24984417708146794,0.66,1.8747739829282264,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9668803293197425,-0.004999999999999716,-0.09999999999999981,0.07741935483870963,0.66,-0.04152127896457244,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",6.715127522035864e-5,0.10526315789473684,0.08,0.12962962962962962,0.66,3.9861598686161783,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",3.108304248341523e-4,0.24335762725957408,0.17107881799055558,0.29498810841811834,0.66,3.606102479700304,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",2.4920996739940485e-4,0.0784313725490196,0.05714285714285714,0.0967741935483871,0.66,3.66307044445748,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",6.347649856993176e-4,0.20387772877176685,0.13831471513183674,0.2505367531434077,0.66,3.4163076123476563,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7086338420038814,-0.05000000000000071,-0.1459459459459459,0.07096774193548397,0.66,-0.373691510681152,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.75975082721111,0,0,0,0.66,0.305808012832994,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8681014623147123,0.009463291983037001,-0.045603904573261037,0.05371127237134251,0.66,0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9141380648601627,0,0,0,0.66,-0.10782052039520053,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8681014623147123,-0.012112629191868111,-0.07217078678745761,0.043666508592362284,0.66,-0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.35476253098402044,0.09375,0,0.17872340425531927,0.66,0.9253910531526973,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.007837943473881068,0.05405405405405406,0.034482758620689655,0.07407407407407407,0.66,2.658972180007662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.02735843029371631,0.1384276622629752,0.07949281550552048,0.19765183172291054,0.66,2.206365332974528,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.006088550789243791,0.045454545454545456,0.027777777777777776,0.0625,0.66,2.742973990334008,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.05244043407291878,0.12847169328443295,0.06549668526332905,0.18259966509459896,0.66,1.9395004147619062,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.8681014623147123,-0.03125,-0.2125,0.13529411764705887,0.66,-0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6107840032319976,0,-0.021739130434782608,0,0.66,-0.5089546627177481,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7758798895665089,0.021278832147735294,-0.04254213953085184,0.08856030540623006,0.66,0.28469230102897136,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.3153277175334051,0,-0.034482758620689655,0,0.66,-1.0041055978247986,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.84018484453282,-0.007753876526489536,-0.06205564883875159,0.05337784393457338,0.66,-0.20165704656218805,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.618334958815172,-0.11333333333333352,-0.3333333333333333,0.11999999999999968,0.66,-0.49821152680069986,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.2017080863429442,-0.02631578947368421,-0.05128205128205128,0,0.66,-1.2767002693236338,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9149796885444033,-0.0117416896550916,-0.0843832663818644,0.07329804708001234,0.66,-0.10675961288586426,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.1574679186364255,-0.03225806451612903,-0.05555555555555555,0,0.66,-1.413639018890167,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7130763917231708,-0.02976574829442787,-0.09599542112668852,0.05284957880758788,0.66,-0.36772755549575464,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.958885866741538,NA,NA,NA,NA,-1.7379009599781385,"Mann-Kendall",63,NA,-294,28424,-0.15065338808538173,"greater","Very likely decreasing",-37.00813,174.78873
"Auckland (Auckland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.9471921557756472,NA,NA,NA,NA,-1.6182177055921454,"Mann-Kendall",63,NA,-271,27839,-0.14739054858464465,"greater","Very likely decreasing",-37.00813,174.78873
"Auckland (Auckland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9504100892547694,NA,NA,NA,NA,-1.6488429101261257,"Mann-Kendall",63,NA,-279,28427,-0.14285714285714285,"greater","Very likely decreasing",-37.00813,174.78873
"Auckland (Auckland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9440297257837482,NA,NA,NA,NA,-1.5895310557463491,"Mann-Kendall",63,NA,-267,28004.333333333332,-0.14372815972463399,"greater","Very likely decreasing",-37.00813,174.78873
"Auckland (Auckland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9643099160654609,NA,NA,NA,NA,-1.803051239850152,"Mann-Kendall",63,NA,-305,28427,-0.15616999487967229,"greater","Very likely decreasing",-37.00813,174.78873
"Blenheim (Marlborough)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.8774990834825734,NA,NA,NA,NA,-1.1625753591550039,"Mann-Kendall",63,NA,-197,28423,-0.10097391261400947,"greater","Likely decreasing",-41.52133,173.86439
"Blenheim (Marlborough)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.5950343933352725,NA,NA,NA,NA,-0.24051477146159916,"Mann-Kendall",63,NA,-41,27659,-0.022574488062171345,"greater","Indeterminate",-41.52133,173.86439
"Blenheim (Marlborough)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7653421589800384,NA,NA,NA,NA,-0.7235929317819688,"Mann-Kendall",63,NA,-123,28427,-0.0629800307219662,"greater","Likely decreasing",-41.52133,173.86439
"Blenheim (Marlborough)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.7882105680131912,NA,NA,NA,NA,-0.800227733966854,"Mann-Kendall",63,NA,-134,27623.333333333332,-0.0736276183979846,"greater","Likely decreasing",-41.52133,173.86439
"Blenheim (Marlborough)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8913364247257151,NA,NA,NA,NA,-1.2336666377922092,"Mann-Kendall",63,NA,-209,28427,-0.10701484895033281,"greater","Likely decreasing",-41.52133,173.86439
"Christchurch (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.2745555215800121,NA,NA,NA,NA,0.5990927393459737,"Mann-Kendall",63,NA,102,28422,0.05229432647196197,"greater","Likely increasing",-43.493,172.537
"Christchurch (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.30490198856741213,NA,NA,NA,NA,0.510353286753974,"Mann-Kendall",63,NA,86,27739.333333333332,0.04700476879180721,"greater","Likely increasing",-43.493,172.537
"Christchurch (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.3676521841307604,NA,NA,NA,NA,0.33807805394932305,"Mann-Kendall",63,NA,58,28426,0.029705506735857114,"greater","Indeterminate",-43.493,172.537
"Christchurch (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.2760348368340302,NA,NA,NA,NA,0.5946616318066155,"Mann-Kendall",63,NA,100,27716,0.05475262497836594,"greater","Likely increasing",-43.493,172.537
"Christchurch (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.334675660622752,NA,NA,NA,NA,0.42703845154345704,"Mann-Kendall",63,NA,73,28427,0.03737839221710189,"greater","Indeterminate",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.701207388439431,NA,NA,NA,NA,-0.5278762596752589,"Mann-Kendall",63,NA,-90,28426,-0.04609475183150242,"greater","Likely decreasing",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.7331280012339431,NA,NA,NA,NA,-0.6223009486432662,"Mann-Kendall",63,NA,-105,27929.666666666668,-0.056586394276357824,"greater","Likely decreasing",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6256215183699897,NA,NA,NA,NA,-0.32027883865759277,"Mann-Kendall",63,NA,-55,28427,-0.028161802355350738,"greater","Indeterminate",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.7351710929503456,NA,NA,NA,NA,-0.6285284519463857,"Mann-Kendall",63,NA,-106,27908,-0.05723905931813324,"greater","Likely decreasing",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6075080981087432,NA,NA,NA,NA,-0.2728301218194309,"Mann-Kendall",63,NA,-47,28427,-0.02406554019457245,"greater","Indeterminate",-40.21,176.109
"Dunedin (Otago)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.020365304776809666,NA,NA,NA,NA,2.046261905482745,"Mann-Kendall",63,NA,346,28426,0.17720871259666487,"greater","Very likely increasing",-45.90129,170.5147
"Dunedin (Otago)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.19085687268455795,NA,NA,NA,NA,0.8747430226512657,"Mann-Kendall",63,NA,147,27857.666666666668,0.07981165266784654,"greater","Likely increasing",-45.90129,170.5147
"Dunedin (Otago)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.03476860800503634,NA,NA,NA,NA,1.8149134190596923,"Mann-Kendall",63,NA,307,28427,0.15719406041986686,"greater","Very likely increasing",-45.90129,170.5147
"Dunedin (Otago)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.2526450797281602,NA,NA,NA,NA,0.6661892246135019,"Mann-Kendall",63,NA,112,27762,0.06110864832458944,"greater","Likely increasing",-45.90129,170.5147
"Dunedin (Otago)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.06152667662556371,NA,NA,NA,NA,1.5420832972402614,"Mann-Kendall",63,NA,261,28427,0.13364055299539168,"greater","Very likely increasing",-45.90129,170.5147
