rate_C_year,location,lat,long,spatial_extent,method_LSWT,method_LSWT_standard,method_trend,aggregation_mean_min_max_etc,annual_seasonal_data,temporal_aggregation,n_lakes,n_years,min_year,max_year,paper_source,citation,citation_short,journal,other notes?,link,comment from Whitney,comment on comparing studies,reviewer 1,reviewer 2
-0.016,"Lake Tana, Ethiopia",12.01276555,37.28646711,point,"MODIS, in-situ",satellite,"Sen’s slope estimator, and innovative trend analysis (ITA) ",mean,seasonal,rainy,1,21,2001,2022,Scopus,"Bayable, G., Cai, J., Mekonnen, M., Legesse, S. A., Ishikawa, K., Sato, S., & Kuwahara, V. S. (2024). Spatiotemporal variability of lake surface water temperature and water quality parameters and its interrelationship with water hyacinth biomass in Lake Tana, Ethiopia. Environmental Science and Pollution Research, 31(33), 45929-45953.",Bayable et al. 2024,Environmental Science and Pollution Research,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197755921&doi=10.1007%2fs11356-024-34212-x&partnerID=40&md5=f5d613c4e9dd74de59fdc00210d6f82a,,,,
-0.013,"Lake Tana, Ethiopia",12.01276555,37.28646711,point,"MODIS, in-situ",satellite,"Sen’s slope estimator, and innovative trend analysis (ITA) ",mean,seasonal,post-rainy,1,21,2001,2022,Scopus,"Bayable, G., Cai, J., Mekonnen, M., Legesse, S. A., Ishikawa, K., Sato, S., & Kuwahara, V. S. (2024). Spatiotemporal variability of lake surface water temperature and water quality parameters and its interrelationship with water hyacinth biomass in Lake Tana, Ethiopia. Environmental Science and Pollution Research, 31(33), 45929-45953.",Bayable et al. 2024,Environmental Science and Pollution Research,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197755921&doi=10.1007%2fs11356-024-34212-x&partnerID=40&md5=f5d613c4e9dd74de59fdc00210d6f82a,,,,
0.01,Dianchi Lake,24.83710233,102.7108856,point,MOD11A2,satellite,Mann-Kendall,mean,annual (day),annual,1,17,2001,2018,Scopus,"Zhao, Y., Yang, K., Luo, Y., & Yu, Z. (2022). Spatial–temporal characteristics of surface thermal environment and its effect on Lake surface water temperature in Dianchi Lake basin. Frontiers in Ecology and Evolution, 10. https://doi.org/10.3389/fevo.2022.984692",Zhao et al. 2022,Frontiers in Ecology and Evolution,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141632269&doi=10.3389%2ffevo.2022.984692&partnerID=40&md5=0adfaa30487294ecc19f7a7183eeeab8,,,,
0.02,Dianchi Lake,24.83710233,102.7108856,point,MOD11A2,satellite,Mann-Kendall,mean,annual (night),annual (night),1,17,2001,2018,Scopus,"Zhao, Y., Yang, K., Luo, Y., & Yu, Z. (2022). Spatial–temporal characteristics of surface thermal environment and its effect on Lake surface water temperature in Dianchi Lake basin. Frontiers in Ecology and Evolution, 10. https://doi.org/10.3389/fevo.2022.984692",Zhao et al. 2022,Frontiers in Ecology and Evolution,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141632269&doi=10.3389%2ffevo.2022.984692&partnerID=40&md5=0adfaa30487294ecc19f7a7183eeeab8,,,,
0.013,global,0,-108.8,global,"Lakes_cci, GLTC, FLake model",modelled,CTL and CFT,mean,annual,annual,1260,43,1979,2022,Scopus,"Wang, X., Shi, K., Qin, B., Zhang, Y., & Woolway, R. I. (2024). Disproportionate impact of atmospheric heat events on lake surface water temperature increases. Nature Climate Change, 14(11), 1172-1177.",Wang et al. 2024,Nature Climate Change,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204236793&doi=10.1038%2fs41558-024-02122-y&partnerID=40&md5=c61b5cf6fbdbf32e3518817d096dfc2c,,,,
0.023,global,0,-108.8,global,"Lakes_cci, GLTC, FLake model",modelled,CTL and CFT,mean,annual,summer,1260,43,1979,2022,Scopus,"Wang, X., Shi, K., Qin, B., Zhang, Y., & Woolway, R. I. (2024). Disproportionate impact of atmospheric heat events on lake surface water temperature increases. Nature Climate Change, 14(11), 1172-1177.",Wang et al. 2024,Nature Climate Change,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204236793&doi=10.1038%2fs41558-024-02122-y&partnerID=40&md5=c61b5cf6fbdbf32e3518817d096dfc2c,,,,
0.07,"Lake Qiandaohu, China",29.59736062,118.9732215,point,"in situ, Landsat 5, 7 and 8 collection 1 Level 1 Tier 1",sallite and in situ,Sen’s slope,mean,annual,annual,1,36,1986,2021,Scopus,"Li, Y., Shi, K., Zhang, Y., Zhu, G., Guo, Y., Li, H., & Du, C. (2022). Warming lake surface water temperatures in Lake Qiandaohu, China: Spatiotemporal variations, influencing factors and implications for the thermal structure. Frontiers in Environmental Science, 10, 995862.",Li et al. 2022,Frontiers in Environmental Science,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138079657&doi=10.3389%2ffenvs.2022.995862&partnerID=40&md5=bac11ecce5be3f0f8c9147d799930bd1,,,,
0.026,China,34.34110332,103.527215,region,MOD11A2,satellite,linear regression,mean,annual,annual,169,15,2001,2016,Google Scholar,"Xie, C., Zhang, X., Zhuang, L., Zhu, R., & Guo, J. (2022). Analysis of surface temperature variation of lakes in China using MODIS land surface temperature data. Scientific Reports, 12(1), 2415.",Xie et al. 2022,,,,,,,
0.021,China,34.34110332,103.527215,region,MOD11A2,satellite,linear regression,mean,annual (day),annual,169,15,2001,2016,Google Scholar,"Xie, C., Zhang, X., Zhuang, L., Zhu, R., & Guo, J. (2022). Analysis of surface temperature variation of lakes in China using MODIS land surface temperature data. Scientific Reports, 12(1), 2415.",Xie et al. 2022,,,,,,,
0.031,China,34.34110332,103.527215,region,MOD11A2,satellite,linear regression,mean,annual (night),annual (night),169,15,2001,2016,Google Scholar,"Xie, C., Zhang, X., Zhuang, L., Zhu, R., & Guo, J. (2022). Analysis of surface temperature variation of lakes in China using MODIS land surface temperature data. Scientific Reports, 12(1), 2415.",Xie et al. 2022,,,,,,,
0.058,Europe,55.68930227,14.86411692,region,in situ,in situ,Mann-Kendall,max,annual,annual,10,50,1966,2015,Google Scholar,"Dokulil, M. T., de Eyto, E., Maberly, S. C., May, L., Weyhenmeyer, G. A., & Woolway, R. I. (2021). Increasing maximum lake surface temperature under climate change. Climatic Change , 165 (3), 56. https://doi.org/10.1007/s10584-021-03085-1",Dokulil et al. 2021,,,,,,,
0.02,Dianchi Lake,24.83710233,102.7108856,point,MODIS ,satellite,Manner-Kendall ,mean,annual,annual,1,18,2001,2018,Google Scholar,"Yang, K., Zhang, Y., Luo, Y., & Shang, C. (2021). Precipitation events impact on urban lake surface water temperature under the perspective of macroscopic scale. Environmental Science and Pollution Research, 28, 16767-16780.",Yang et al. 2021,,,,,,,
0.037,Poland,53.49888069,18.26177769,region,CMIP5,satellite,linear regression,mean,annual,annual,10,44,1971,2015,Google Scholar,"Czernecki, B., & Ptak, M. (2018). The impact of global warming on lake surface water temperature in Poland-the application of empirical-statistical downscaling, 1971-2100. Journal of Limnology, 77(2).",Czernecki & Ptak 2018,,,,,,,
0.12,Dianchi Lake,24.83710233,102.7108856,point,MODIS ,satellite,polynomial regression,mean,annual (day),annual,1,17,2001,2017,Google Scholar,"Luo, Y., Zhang, Y., Yang, K., Yu, Z., & Zhu, Y. (2019). Spatiotemporal variations in Dianchi lake’s surface water temperature from 2001 to 2017 under the influence of climate warming. Ieee Access, 7, 115378-115387.",Luo et al. 2019,,,,,,,
0.09,Dianchi Lake,24.83710233,102.7108856,point,MODIS ,satellite,polynomial regression,mean,annual (night),annual (night),1,17,2001,2017,Google Scholar,"Luo, Y., Zhang, Y., Yang, K., Yu, Z., & Zhu, Y. (2019). Spatiotemporal variations in Dianchi lake’s surface water temperature from 2001 to 2017 under the influence of climate warming. Ieee Access, 7, 115378-115387.",Luo et al. 2019,,,,,,,
0.0331,global but mostly US,0,-86.4,global,MOD11L1,satellite,"Linear trend, Mann-Kendal",mean,annual,annual,10,17,2003,2020,Google Scholar,"Sobrino, J. A., García-Monteiro, S., & Julien, Y. (2024). An analysis of the Lake Surface Water Temperature evolution of the world’s largest lakes during the years 2003-2020 using MODIS data. Recent Adv. Remote Sens, 1, 1-9.",Sobrino et al. 2024,,show trends for each of the 10 lakes individual,,,,,
0.0388,global but mostly US,0,-86.4,global,MOD11L2,satellite,"Sen’s slope, Mann-Kendal",mean,annual,annual,10,17,2003,2020,Google Scholar,"Sobrino, J. A., García-Monteiro, S., & Julien, Y. (2024). An analysis of the Lake Surface Water Temperature evolution of the world’s largest lakes during the years 2003-2020 using MODIS data. Recent Adv. Remote Sens, 1, 1-9.",Sobrino et al. 2024,,show trends for each of the 10 lakes individual,,,,,
0.035,Europe,55.68930227,14.86411692,region,HadISD,modelled,Linear trend,min,annual,annual,8,41,1973,2014,Google Scholar,"Woolway, R. I., Weyhenmeyer, G. A., Schmid, M., Dokulil, M. T., de Eyto, E., Maberly, S. C., ... & Merchant, C. J. (2019). Substantial increase in minimum lake surface temperatures under climate change. Climatic Change, 155, 81-94.",Woolway et al. 2019,,,,,,,
0.032,Europe,55.68930227,14.86411692,region,HadISD,modelled,Linear trend,min,seasonal,summer,8,41,1973,2014,Google Scholar,"Woolway, R. I., Weyhenmeyer, G. A., Schmid, M., Dokulil, M. T., de Eyto, E., Maberly, S. C., ... & Merchant, C. J. (2019). Substantial increase in minimum lake surface temperatures under climate change. Climatic Change, 155, 81-94.",Woolway et al. 2019,,,,,,,
0.03,Peru,-15.769496,-69.400798,point,MOD11A2,satellite,Theil-Sens slope,mean,winter (day),winter,1,21,2000,2020,google scholar,"Aguilar-Lome, J., Soca-Flores, R., & Gómez, D. (2021). Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020). Journal of South American Earth Sciences, 112, 103609.","Aguilar-Lome et al., 2021",Journal of South American Earth Sciences,Lake Titicaca - Major Lake,Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020) - ScienceDirect,,,,
0.034,Peru,-15.769496,-69.400798,point,MOD11A2,satellite,Theil-Sens slope,mean,winter (night),winter (night),1,21,2000,2020,google scholar,"Aguilar-Lome, J., Soca-Flores, R., & Gómez, D. (2021). Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020). Journal of South American Earth Sciences, 112, 103609.","Aguilar-Lome et al., 2021",Journal of South American Earth Sciences,Lake Titicaca - Major Lake,Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020) - ScienceDirect,,,,
0.04,Peru,-16.352795,-68.80479,point,MOD11A2,satellite,Theil-Sens slope,mean,winter (day),winter,1,21,2000,2020,google scholar,"Aguilar-Lome, J., Soca-Flores, R., & Gómez, D. (2021). Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020). Journal of South American Earth Sciences, 112, 103609.","Aguilar-Lome et al., 2021",Journal of South American Earth Sciences,Lake Titicaca - Minor Lake,Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020) - ScienceDirect,,,,
0.03,Peru,-16.352795,-68.80479,point,MOD11A2,satellite,Theil-Sens slope,mean,winter (night),winter (night),1,21,2000,2020,google scholar,"Aguilar-Lome, J., Soca-Flores, R., & Gómez, D. (2021). Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020). Journal of South American Earth Sciences, 112, 103609.","Aguilar-Lome et al., 2021",Journal of South American Earth Sciences,Lake Titicaca - Minor Lake,Evaluation of the Lake Titicaca's surface water temperature using LST MODIS time series (2000–2020) - ScienceDirect,,,,
0.078,United States,43.3802,-72.0527,point,Landsat,satellite,Deming regression,mean,summer,summer,1,35,1985,2020,google scholar,"Herrick, C., Steele, B. G., Brentrup, J. A., Cottingham, K. L., Ducey, M. J., Lutz, D. A., ... & Weathers, K. C. (2023). lakeCoSTR: A tool to facilitate use of Landsat Collection 2 to estimate lake surface water temperatures. Ecosphere, 14(1), e4357.","Herrick et al., 2022",Ecosphere,"Reports of average summer surface water temperature trends (typically averaged across July through September) across lakes globally range between 0.02 and 0.34C year1 for both in situ and remote sensing data (e.g., Carrea et al., 2020; Mason et al., 2016; O’Reilly et al., 2015; Pareeth et al., 2017; Piccolroaz et al., 2020; Schneider et al., 2009; Schneider & Hook, 2010)",lakeCoSTR: A tool to facilitate use of Landsat Collection 2 to estimate lake surface water temperatures,,,,
0.0235,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",minimum,winter,winter,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.0385,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",maximum,winter,winter,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.072,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",minimum,spring,spring,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.0775,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",maximum,spring,spring,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.09,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",minimum,summer,summer,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.0815,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",maximum,summer,summer,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.0655,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",minimum,autumn,autumn,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.059,Poland,54.01719751,18.53307838,region,in situ,in situ,"Mann-Kendall, Sen's approach",maximum,autumn,autumn,10,49,1972,2021,google scholar,"Olowoyeye, T., Ptak, M., & Sojka, M. (2023). How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?. Resources, 12(9), 107.","Olowoyeye et al., 2023",Resource (MDPI),study reported monthly and annual values - seasonal was self-calculated,How Do Extreme Lake Water Temperatures in Poland Respond to Climate Change?,,,,
0.037,Poland (Noethern),54,19,country,observational data (0.4 m below surface),in situ,linear regression,Average,annual,annual,10,44,1971,2015,google scholar,"Czernecki, B., & Ptak, M. (2018). The impact of global warming on lake surface water temperature in Poland-the application of empirical-statistical downscaling, 1971-2100. Journal of Limnology, 77(2).","Czernecki et al., 2018",Journal of Limnology,,,,,MP,
0.058,Europe,56,15,region,observational data,in situ,non-parametric Mann-Kendall Test,maximum,annual,annual,10,49,1966,2015,google scholar,"Dokulil, M. T., de Eyto, E., Maberly, S. C., May, L., Weyhenmeyer, G. A., & Woolway, R. I. (2021). Increasing maximum lake surface temperature under climate change. Climatic Change , 165 (3), 56. https://doi.org/10.1007/s10584-021-03085-1",Dokulil et al. 2021,Climate Change,,,,,MP,
0.04,China,35,105,country,modelled (FLake),modelled,Theil-Sen,Mean,annual,annual,91,39,1979,2018,google scholar,"Huang, L., Wang, X., Yan, Y., Jin, L., Yang, K., Chen, A., ... & Piao, S. (2023). Attribution of lake surface water temperature change in large lakes across China over past four decades. Journal of Geophysical Research: Atmospheres, 128(21), e2022JD038465.",Huang et al. 2023,Journal of Geophysical Research: Atmospheres,The simulated warming rates of LSWTs in spring and winter are more significant than those in summer and atumn.,,,,MP,
0.07,"Lake Qiandaohu, China",30,119,point,Satellite (calibrated to profiler),satellite,Sen’s slope,mean,annual,annual,1,35,1986,2021,google scholar,"Li, Y., Shi, K., Zhang, Y., Zhu, G., Guo, Y., Li, H., & Du, C. (2022). Warming lake surface water temperatures in Lake Qiandaohu, China: Spatiotemporal variations, influencing factors and implications for the thermal structure. Frontiers in Environmental Science, 10, 995862.","Li et al., 2024",Frontiers in Environmental Science,,,,,MP,
0.04,Europe,56,15,region,Satellite (calibrated to in situ),satellite,Thiel–Sen,mean,annual,annual,26,35,1981,2016,google scholar,"Lieberherr, G., & Wunderle, S. (2018). Lake surface water temperature derived from 35 years of AVHRR sensor data for European lakes. Remote sensing, 10(7), 990.",Lieberherr and Wunderle 2018,Remote Sensing (MDPI),Demosnstrates relationship by latuitude (fig 11),,,,MP,
0.12,Dianchi Lake,25,103,point,MODIS ,satellite,?,mean,annual,annual,1,16,2001,2017,google scholar,"Luo, Y., Zhang, Y., Yang, K., Yu, Z., & Zhu, Y. (2019). Spatiotemporal variations in Dianchi lake’s surface water temperature from 2001 to 2017 under the influence of climate warming. Ieee Access, 7, 115378-115387.",Luo et al. 2019,Ieee Access,,,,,MP,
0.09,Dianchi Lake,25,103,point,MODIS ,satellite,?,mean,annual,annual,1,16,2001,2017,google scholar,"Luo, Y., Zhang, Y., Yang, K., Yu, Z., & Zhu, Y. (2019). Spatiotemporal variations in Dianchi lake’s surface water temperature from 2001 to 2017 under the influence of climate warming. Ieee Access, 7, 115378-115387.",Luo et al. 2019,Ieee Access,,,,,MP,
0.038,Piburger See,47,11,point,Observational (thermister chain),in situ,Regression slope,mean,?,?,1,43,1972,2015,google scholar,"Niedrist, G. H., Psenner, R., & Sommaruga, R. (2018). Climate warming increases vertical and seasonal water temperature differences and inter-annual variability in a mountain lake. Climatic Change, 151(3), 473-490.",Niedrist et al 2018,Climatic Change,,,,,MP,
0.021,Lake Dianchi,25,103,point,MODIS (error corrected to observed),satellite,?,Mean,Annual,annual,1,23,2000,2023,google scholar,"Peng, J., Chen, J., Liu, S., Liu, T., Deng, F., Fan, Y., & De Maeyer, P. (2024). Dynamics of the risk of algal blooms induced by surface water temperature in an alpine eutrophic lake under climate warming: Insights from Lake Dianchi. Journal of Hydrology, 643, 131949.",Peng et al 2024,Journal of Hydrology,,,,,MP,
0.031,China,29,113,region,MOD11A2,satellite,Theil-Sen slope and Mann-Kendall nonparametric test method,mean,annual,annual,6,17,2001,2018,google scholar,"Peng, Z., Yang, K., Shang, C., Duan, H., Tang, L., Zhang, Y., ... & Luo, Y. (2022). Attribution analysis of lake surface water temperature changing—taking China’s six main lakes as example. Ecological Indicators, 145, 109651.",Peng et al. 2022,Ecological Indicators,,,,,MP,
0.104,Lake Giles,71,-75,point,in situ sensor (at 2m),in situ,Sen's slope,?,annual,summer,1,26,1988,2014,google scholar,"Pilla, R. M., Williamson, C. E., Zhang, J., Smyth, R. L., Lenters, J. D., Brentrup, J. A., ... & Fisher, T. J. (2018). Browning?related decreases in water transparency lead to long?term increases in surface water temperature and thermal stratification in two small lakes. Journal of Geophysical Research: Biogeosciences, 123(5), 1651-1665.",Pilla et al. 2018,Journal of Geophysical Research: Biogeosciences,,,,,MP,
0.077,Lake Lacawac,41,-75,point,in situ sensor (at 2m),in situ,Sen's slope,?,annual,summer,1,26,1988,2014,google scholar,"Pilla, R. M., Williamson, C. E., Zhang, J., Smyth, R. L., Lenters, J. D., Brentrup, J. A., ... & Fisher, T. J. (2018). Browning?related decreases in water transparency lead to long?term increases in surface water temperature and thermal stratification in two small lakes. Journal of Geophysical Research: Biogeosciences, 123(5), 1651-1665.",Pilla et al. 2018,Journal of Geophysical Research: Biogeosciences,,,,,MP,
0.032,Tibetan Plateau,32,88,region,MOD11A1,satellite,regression,mean,"Ice free summer (July, Aug, Spet)",summer,81,38,1980,2018,google scholar,"Shi, Y., Huang, A., Wu, Y., Lazhu, & Wen, L. (2024). Trends of Summer Lake Surface Water Temperature on the Tibetan Plateau and Their Response to Climate Change. Earth and Space Science, 11(12), e2024EA003910.","Shi et al., 2024",Earth and Space Science,,,,,MP,
0.025,China,34,104,region,MOD11A1 and MYD11A1,satellite,linear regression,mean,annual,annual,1451,20,2001,2021,google scholar,"Song, S., Yang, J., Liu, L., Bai, G., Zhou, J., & McKay, D. (2024). Lake surface water temperature in China from 2001 to 2021 based on GEE and HANTS. Ecological Informatics, 84, 102903.",Song et al. 2024,Ecological Informatics,,,,,MP,
0.024,global,32,-35,global,"modelled (FLake), calibrated by landsat",modelled,linear regression,mean,annual - ice free (<1degC),annual,92245,39,1981,2020,google scholar,"Tong, Y., Feng, L., Wang, X., Pi, X., Xu, W., & Woolway, R. I. (2023). Global lakes are warming slower than surface air temperature due to accelerated evaporation. Nature Water, 1(11), 929-940.",Tong et al. 2023,Nature Water,,,,,MP,
0.037,Tibetan Plateau,32,88,region,MODIS,satellite,linear regression across the annual/seasonal mean,mean,annual,annual,374,14,2001,2015,google scholar,"Wan, W., Zhao, L., Xie, H., Liu, B., Li, H., Cui, Y., ... & Hong, Y. (2018). Lake surface water temperature change over the Tibetan plateau from 2001 to 2015: A sensitive indicator of the warming climate. Geophysical Research Letters, 45(20), 11-177.","Wan et al., 2018",Geophysical Research Letters,"With the vast majority of the lakes (70%, with 28% of which are significant) showing warming (0.076 °C/year) and the rest (30%, with 37% of which are significant) showing cooling (0.053 °C/year). This astonishing contrast was controlled by different water sources recharging these lakes: (1) warming LSWT due to increased precipitation (central and northern TP) or permafrost degradation (northwestern TP) and (2) cooling LSWT due to increased glacier meltwater (southwestern TP), revealing LSWT a sensitive indicator to climate change that triggered different regional responses in precipitation, permafrost, and glacier changes over the TP.",,,,MP,
0.019,Tibetan Plateau,32,88,region,MODIS,satellite,linear regression across the annual/seasonal mean,mean,seasonal,spring,374,14,2001,2015,google scholar,"Wan, W., Zhao, L., Xie, H., Liu, B., Li, H., Cui, Y., ... & Hong, Y. (2018). Lake surface water temperature change over the Tibetan plateau from 2001 to 2015: A sensitive indicator of the warming climate. Geophysical Research Letters, 45(20), 11-177.","Wan et al., 2018",Geophysical Research Letters,,,,,MP,
0.023,Tibetan Plateau,32,88,region,MODIS,satellite,linear regression across the annual/seasonal mean,mean,seasonal,summer,374,14,2001,2015,google scholar,"Wan, W., Zhao, L., Xie, H., Liu, B., Li, H., Cui, Y., ... & Hong, Y. (2018). Lake surface water temperature change over the Tibetan plateau from 2001 to 2015: A sensitive indicator of the warming climate. Geophysical Research Letters, 45(20), 11-177.","Wan et al., 2018",Geophysical Research Letters,,,,,MP,
0.072,Tibetan Plateau,32,88,region,MODIS,satellite,linear regression across the annual/seasonal mean,mean,seasonal,autumn,374,14,2001,2015,google scholar,"Wan, W., Zhao, L., Xie, H., Liu, B., Li, H., Cui, Y., ... & Hong, Y. (2018). Lake surface water temperature change over the Tibetan plateau from 2001 to 2015: A sensitive indicator of the warming climate. Geophysical Research Letters, 45(20), 11-177.","Wan et al., 2018",Geophysical Research Letters,,,,,MP,
0.037,Tibetan Plateau,32,88,region,MODIS,satellite,linear regression across the annual/seasonal mean,mean,seasonal,winter,374,14,2001,2015,google scholar,"Wan, W., Zhao, L., Xie, H., Liu, B., Li, H., Cui, Y., ... & Hong, Y. (2018). Lake surface water temperature change over the Tibetan plateau from 2001 to 2015: A sensitive indicator of the warming climate. Geophysical Research Letters, 45(20), 11-177.","Wan et al., 2018",Geophysical Research Letters,,,,,MP,
0.035,Europe,56,15,region,Observed,in situ,linear trend model,min,annual,annual,8,41,1973,2014,google scholar,"Woolway, R. I., Weyhenmeyer, G. A., Schmid, M., Dokulil, M. T., de Eyto, E., Maberly, S. C., ... & Merchant, C. J. (2019). Substantial increase in minimum lake surface temperatures under climate change. Climatic Change, 155, 81-94.",Woolway et al. 2019,Climatic Change,,,,,MP,
0.032,Europe,56,15,region,Observed,in situ,linear trend model,min,July-Aug-Sept,summer,8,41,1973,2014,google scholar,"Woolway, R. I., Weyhenmeyer, G. A., Schmid, M., Dokulil, M. T., de Eyto, E., Maberly, S. C., ... & Merchant, C. J. (2019). Substantial increase in minimum lake surface temperatures under climate change. Climatic Change, 155, 81-94.",Woolway et al. 2019,Climatic Change,,,,,MP,
0.042,Yunnan-Guizhou Plateau,27,105,region,MOD11A2 remote-sensing images,satellite,Theil-Sen slope,mean,annual (excluding lakes that cooled),annual,8,17,2001,2018,google scholar,"Yang, K., Yu, Z., & Luo, Y. (2020). Analysis on driving factors of lake surface water temperature for major lakes in Yunnan-Guizhou Plateau. Water Research, 184, 116018.","Yang et al., 2020",Water Research,,,,,MP,
0.019,Yunnan-Guizhou Plateau,27,105,region,MOD11A2 remote-sensing images,satellite,Theil-Sen slope,mean,annual (excluding lakes that cooled),annual,8,17,2001,2018,google scholar,"Yang, K., Yu, Z., & Luo, Y. (2020). Analysis on driving factors of lake surface water temperature for major lakes in Yunnan-Guizhou Plateau. Water Research, 184, 116018.","Yang et al., 2020",Water Research,,,,,MP,
0.031,Yunnan-Guizhou Plateau,27,105,region,MOD11A2 remote-sensing images,satellite,Theil-Sen slope,mean,annual,annual,8,17,2001,2018,google scholar,"Yang, K., Yu, Z., & Luo, Y. (2020). Analysis on driving factors of lake surface water temperature for major lakes in Yunnan-Guizhou Plateau. Water Research, 184, 116018.","Yang et al., 2020",Water Research,,,,,MP,
0.01,Yunnan-Guizhou Plateau,27,105,region,MOD11A2 remote-sensing images,satellite,Theil-Sen slope,mean,annual,annual,8,17,2001,2018,google scholar,"Yang, K., Yu, Z., & Luo, Y. (2020). Analysis on driving factors of lake surface water temperature for major lakes in Yunnan-Guizhou Plateau. Water Research, 184, 116018.","Yang et al., 2020",Water Research,,,,,MP,
0.1,Yunnan-Guizhou Plateau,27,105,region,MOD11A2,satellite,Not stated (linear regression?),mean,annual (day),annual,11,16,2001,2017,google scholar,"Yang, K., Yu, Z., Luo, Y., Zhou, X., & Shang, C. (2019). Spatial?temporal variation of lake surface water temperature and its driving factors in Yunnan?Guizhou Plateau. Water Resources Research, 55(6), 4688-4703.","Yang et al., 2019",Water Resources Research,,,,,MP,
0.058,Yunnan-Guizhou Plateau,27,105,region,MOD11A2,satellite,Not stated (linear regression?),mean,annual (night),annual (night),11,16,2001,2017,google scholar,"Yang, K., Yu, Z., Luo, Y., Zhou, X., & Shang, C. (2019). Spatial?temporal variation of lake surface water temperature and its driving factors in Yunnan?Guizhou Plateau. Water Resources Research, 55(6), 4688-4703.","Yang et al., 2019",Water Resources Research,,,,,MP,
